trading_date,stock_code,stock_name,current_price,price_change_pct,volume,volume_ratio,prev_volume,volume_increase_pct,ma25,price_above_ma25_pct,rsi,prev_rsi,curr_rsi,prev_rsi_signal,curr_rsi_signal,macd,macd_signal,prev_macd,curr_macd,prev_macd_signal,curr_macd_signal,macd_hist,atr,trading_strategy
20250818,032830,삼성생명,127500.0,-0.78,313241,1.34,294690,106.3,128328.0,-0.65,,,,,,-262.29,-332.71,-468.36,-262.29,-350.32,-332.71,70.42,3328.57,"{'entry_price': 127500.0, 'stop_loss': {'price': 123675, 'pct': -3.0, 'reason': '매수가 대비 -3%'}, 'take_profit': [{'level': 1, 'price': 128328, 'pct': 0.65, 'reason': 'MA25 도달', 'action': '50% 부분 익절'}, {'level': 2, 'price': 134744, 'pct': 5.68, 'reason': 'MA25 +5% 이격', 'action': '잔량 전량 익절'}], 'support_line': 117000.0, 'resistance_line': 135600.0, 'atr': 3328.5714285714284, 'ma25': 128328.0, 'risk_reward_ratio': 0.22}"
20250818,032640,LG유플러스,15290.0,2.55,1723972,1.85,709305,243.05,14772.4,3.5,,,,,,156.84,136.59,121.9,156.84,131.52,136.59,20.25,364.64,"{'entry_price': 15290.0, 'stop_loss': {'price': 14831, 'pct': -3.0, 'reason': '매수가 대비 -3%'}, 'take_profit': [{'level': 1, 'price': 14772, 'pct': -3.39, 'reason': 'MA25 도달', 'action': '50% 부분 익절'}, {'level': 2, 'price': 15511, 'pct': 1.45, 'reason': 'MA25 +5% 이격', 'action': '잔량 전량 익절'}], 'support_line': 13880.0, 'resistance_line': 15400.0, 'atr': 364.64285714285717, 'ma25': 14772.4, 'risk_reward_ratio': -1.13}"
20250818,081660,미스토홀딩스,38600.0,5.46,565524,4.36,103929,544.14,36846.0,4.76,,,,,,209.39,136.97,60.23,209.39,118.87,136.97,72.42,1032.14,"{'entry_price': 38600.0, 'stop_loss': {'price': 37442, 'pct': -3.0, 'reason': '매수가 대비 -3%'}, 'take_profit': [{'level': 1, 'price': 36846, 'pct': -4.54, 'reason': 'MA25 도달', 'action': '50% 부분 익절'}, {'level': 2, 'price': 38688, 'pct': 0.23, 'reason': 'MA25 +5% 이격', 'action': '잔량 전량 익절'}], 'support_line': 35400.0, 'resistance_line': 39600.0, 'atr': 1032.142857142857, 'ma25': 36846.0, 'risk_reward_ratio': -1.51}"
20250818,010060,OCI홀딩스,105700.0,7.42,293597,1.27,111784,262.65,95264.0,10.95,,,,,,4322.53,4230.34,3983.49,4322.53,4207.29,4230.34,92.2,4996.43,"{'entry_price': 105700.0, 'stop_loss': {'price': 102529, 'pct': -3.0, 'reason': '매수가 대비 -3%'}, 'take_profit': [{'level': 1, 'price': 95264, 'pct': -9.87, 'reason': 'MA25 도달', 'action': '50% 부분 익절'}, {'level': 2, 'price': 100027, 'pct': -5.37, 'reason': 'MA25 +5% 이격', 'action': '잔량 전량 익절'}], 'support_line': 87200.0, 'resistance_line': 107400.0, 'atr': 4996.428571428572, 'ma25': 95264.0, 'risk_reward_ratio': -3.29}"
