trading_date,stock_code,stock_name,current_price,price_change_pct,volume,volume_ratio,prev_volume,volume_increase_pct,ma25,price_above_ma25_pct,rsi,prev_rsi,curr_rsi,prev_rsi_signal,curr_rsi_signal,macd,macd_signal,prev_macd,curr_macd,prev_macd_signal,curr_macd_signal,macd_hist,atr,trading_strategy
20250828,000210,DL,39200.0,0.9,77484,0.54,39439,196.47,43728.0,-10.35,,,,,,-2659.65,-2702.45,-2793.27,-2659.65,-2713.15,-2702.45,42.81,1782.14,"{'entry_price': 39200.0, 'stop_loss': {'price': 38024, 'pct': -3.0, 'reason': '매수가 대비 -3%'}, 'take_profit': [{'level': 1, 'price': 43728, 'pct': 11.55, 'reason': 'MA25 도달', 'action': '50% 부분 익절'}, {'level': 2, 'price': 45914, 'pct': 17.13, 'reason': 'MA25 +5% 이격', 'action': '잔량 전량 익절'}], 'support_line': 36250.0, 'resistance_line': 52300.0, 'atr': 1782.142857142857, 'ma25': 43728.0, 'risk_reward_ratio': 3.85}"
20250828,003030,세아제강지주,184700.0,0.44,11080,1.01,5608,197.57,196892.0,-6.19,,,,,,-7655.76,-7704.73,-7842.95,-7655.76,-7716.98,-7704.73,48.98,6907.14,"{'entry_price': 184700.0, 'stop_loss': {'price': 179159, 'pct': -3.0, 'reason': '매수가 대비 -3%'}, 'take_profit': [{'level': 1, 'price': 196892, 'pct': 6.6, 'reason': 'MA25 도달', 'action': '50% 부분 익절'}, {'level': 2, 'price': 206736, 'pct': 11.93, 'reason': 'MA25 +5% 이격', 'action': '잔량 전량 익절'}], 'support_line': 181000.0, 'resistance_line': 213500.0, 'atr': 6907.142857142857, 'ma25': 196892.0, 'risk_reward_ratio': 2.2}"
20250828,120110,코오롱인더,36550.0,1.25,167759,1.09,125377,133.8,38282.0,-4.52,,,,,,-1470.41,-1525.93,-1606.47,-1470.41,-1539.81,-1525.93,55.52,1210.71,"{'entry_price': 36550.0, 'stop_loss': {'price': 35453, 'pct': -3.0, 'reason': '매수가 대비 -3%'}, 'take_profit': [{'level': 1, 'price': 38282, 'pct': 4.74, 'reason': 'MA25 도달', 'action': '50% 부분 익절'}, {'level': 2, 'price': 40196, 'pct': 9.98, 'reason': 'MA25 +5% 이격', 'action': '잔량 전량 익절'}], 'support_line': 34700.0, 'resistance_line': 42100.0, 'atr': 1210.7142857142858, 'ma25': 38282.0, 'risk_reward_ratio': 1.58}"
20250828,000880,한화,83600.0,2.96,351234,1.0,179119,196.09,86820.0,-3.71,,,,,,-2723.72,-2771.49,-3059.83,-2723.72,-2783.43,-2771.49,47.77,3371.43,"{'entry_price': 83600.0, 'stop_loss': {'price': 81092, 'pct': -3.0, 'reason': '매수가 대비 -3%'}, 'take_profit': [{'level': 1, 'price': 86820, 'pct': 3.85, 'reason': 'MA25 도달', 'action': '50% 부분 익절'}, {'level': 2, 'price': 91161, 'pct': 9.04, 'reason': 'MA25 +5% 이격', 'action': '잔량 전량 익절'}], 'support_line': 74100.0, 'resistance_line': 102300.0, 'atr': 3371.4285714285716, 'ma25': 86820.0, 'risk_reward_ratio': 1.28}"
20250828,026960,동서,27700.0,0.91,48770,0.71,56606,86.16,28486.0,-2.76,,,,,,-578.98,-586.03,-635.01,-578.98,-587.79,-586.03,7.05,678.57,"{'entry_price': 27700.0, 'stop_loss': {'price': 26869, 'pct': -3.0, 'reason': '매수가 대비 -3%'}, 'take_profit': [{'level': 1, 'price': 28486, 'pct': 2.84, 'reason': 'MA25 도달', 'action': '50% 부분 익절'}, {'level': 2, 'price': 29910, 'pct': 7.98, 'reason': 'MA25 +5% 이격', 'action': '잔량 전량 익절'}], 'support_line': 26000.0, 'resistance_line': 30200.0, 'atr': 678.5714285714286, 'ma25': 28486.0, 'risk_reward_ratio': 0.95}"
20250828,000080,하이트진로,19260.0,0.31,58731,0.4,65621,89.5,19714.4,-2.3,,,,,,-365.91,-371.29,-385.88,-365.91,-372.64,-371.29,5.38,216.43,"{'entry_price': 19260.0, 'stop_loss': {'price': 18682, 'pct': -3.0, 'reason': '매수가 대비 -3%'}, 'take_profit': [{'level': 1, 'price': 19714, 'pct': 2.36, 'reason': 'MA25 도달', 'action': '50% 부분 익절'}, {'level': 2, 'price': 20700, 'pct': 7.48, 'reason': 'MA25 +5% 이격', 'action': '잔량 전량 익절'}], 'support_line': 18950.0, 'resistance_line': 20400.0, 'atr': 216.42857142857142, 'ma25': 19714.4, 'risk_reward_ratio': 0.79}"
20250828,000120,CJ대한통운,83800.0,0.96,60892,1.01,36510,166.78,85680.0,-2.19,,,,,,-1520.67,-1572.28,-1636.85,-1520.67,-1585.18,-1572.28,51.61,2042.86,"{'entry_price': 83800.0, 'stop_loss': {'price': 81286, 'pct': -3.0, 'reason': '매수가 대비 -3%'}, 'take_profit': [{'level': 1, 'price': 85680, 'pct': 2.24, 'reason': 'MA25 도달', 'action': '50% 부분 익절'}, {'level': 2, 'price': 89964, 'pct': 7.36, 'reason': 'MA25 +5% 이격', 'action': '잔량 전량 익절'}], 'support_line': 81000.0, 'resistance_line': 90800.0, 'atr': 2042.857142857143, 'ma25': 85680.0, 'risk_reward_ratio': 0.75}"
20250828,078930,GS,46000.0,4.55,371415,1.86,118560,313.27,46866.0,-1.85,,,,,,-1276.95,-1278.21,-1462.08,-1276.95,-1278.52,-1278.21,1.26,1116.07,"{'entry_price': 46000.0, 'stop_loss': {'price': 44620, 'pct': -3.0, 'reason': '매수가 대비 -3%'}, 'take_profit': [{'level': 1, 'price': 46866, 'pct': 1.88, 'reason': 'MA25 도달', 'action': '50% 부분 익절'}, {'level': 2, 'price': 49209, 'pct': 6.98, 'reason': 'MA25 +5% 이격', 'action': '잔량 전량 익절'}], 'support_line': 42800.0, 'resistance_line': 50500.0, 'atr': 1116.0714285714287, 'ma25': 46866.0, 'risk_reward_ratio': 0.63}"
20250828,111770,영원무역,57500.0,1.59,60616,1.52,43439,139.54,58216.0,-1.23,,,,,,-680.26,-716.62,-737.61,-680.26,-725.7,-716.62,36.35,1907.14,"{'entry_price': 57500.0, 'stop_loss': {'price': 55775, 'pct': -3.0, 'reason': '매수가 대비 -3%'}, 'take_profit': [{'level': 1, 'price': 58216, 'pct': 1.25, 'reason': 'MA25 도달', 'action': '50% 부분 익절'}, {'level': 2, 'price': 61126, 'pct': 6.31, 'reason': 'MA25 +5% 이격', 'action': '잔량 전량 익절'}], 'support_line': 54900.0, 'resistance_line': 60500.0, 'atr': 1907.142857142857, 'ma25': 58216.0, 'risk_reward_ratio': 0.42}"
20250828,000150,두산,564000.0,1.26,73027,0.41,109203,66.87,567440.0,-0.61,,,,,,-6109.97,-6523.23,-7057.05,-6109.97,-6626.55,-6523.23,413.26,30214.29,"{'entry_price': 564000.0, 'stop_loss': {'price': 547080, 'pct': -3.0, 'reason': '매수가 대비 -3%'}, 'take_profit': [{'level': 1, 'price': 567440, 'pct': 0.61, 'reason': 'MA25 도달', 'action': '50% 부분 익절'}, {'level': 2, 'price': 595812, 'pct': 5.64, 'reason': 'MA25 +5% 이격', 'action': '잔량 전량 익절'}], 'support_line': 468000.0, 'resistance_line': 631000.0, 'atr': 30214.285714285714, 'ma25': 567440.0, 'risk_reward_ratio': 0.2}"
