trading_date,stock_code,stock_name,current_price,price_change_pct,volume,volume_ratio,prev_volume,volume_increase_pct,ma25,price_above_ma25_pct,rsi,prev_rsi,curr_rsi,prev_rsi_signal,curr_rsi_signal,macd,macd_signal,prev_macd,curr_macd,prev_macd_signal,curr_macd_signal,macd_hist,atr,trading_strategy
20250804,009830,한화솔루션,30050.0,0.5,1848500,0.45,2794625,66.14,35300.0,-14.87,,,,,,-556.47,402.21,,,,,-958.68,2071.43,"{'entry_price': 30050.0, 'stop_loss': {'price': 29148, 'pct': -3.0, 'reason': '매수가 대비 -3%'}, 'take_profit': [{'level': 1, 'price': 35300, 'pct': 17.47, 'reason': 'MA25 도달', 'action': '50% 부분 익절'}, {'level': 2, 'price': 37065, 'pct': 23.34, 'reason': 'MA25 +5% 이격', 'action': '잔량 전량 익절'}], 'support_line': 29450.0, 'resistance_line': 39900.0, 'atr': 2071.4285714285716, 'ma25': 35300.0, 'risk_reward_ratio': 5.82}"
20250804,402340,SK스퀘어,140200.0,-0.07,447622,0.72,525224,85.22,162956.0,-13.96,,,,,,-3833.21,-346.93,,,,,-3486.28,6685.71,"{'entry_price': 140200.0, 'stop_loss': {'price': 135994, 'pct': -3.0, 'reason': '매수가 대비 -3%'}, 'take_profit': [{'level': 1, 'price': 162956, 'pct': 16.23, 'reason': 'MA25 도달', 'action': '50% 부분 익절'}, {'level': 2, 'price': 171103, 'pct': 22.04, 'reason': 'MA25 +5% 이격', 'action': '잔량 전량 익절'}], 'support_line': 138200.0, 'resistance_line': 189900.0, 'atr': 6685.714285714285, 'ma25': 162956.0, 'risk_reward_ratio': 5.41}"
20250804,383220,F&F,66600.0,-0.75,47185,0.68,85566,55.14,76892.0,-13.39,,,,,,-2771.57,-1507.94,,,,,-1263.63,2678.57,"{'entry_price': 66600.0, 'stop_loss': {'price': 64602, 'pct': -3.0, 'reason': '매수가 대비 -3%'}, 'take_profit': [{'level': 1, 'price': 76892, 'pct': 15.45, 'reason': 'MA25 도달', 'action': '50% 부분 익절'}, {'level': 2, 'price': 80736, 'pct': 21.23, 'reason': 'MA25 +5% 이격', 'action': '잔량 전량 익절'}], 'support_line': 65200.0, 'resistance_line': 83500.0, 'atr': 2678.5714285714284, 'ma25': 76892.0, 'risk_reward_ratio': 5.15}"
20250804,003030,세아제강지주,192100.0,0.0,10971,0.99,13853,79.2,219908.0,-12.65,,,,,,-6057.15,-2919.13,,,,,-3138.02,7935.71,"{'entry_price': 192100.0, 'stop_loss': {'price': 186337, 'pct': -3.0, 'reason': '매수가 대비 -3%'}, 'take_profit': [{'level': 1, 'price': 219908, 'pct': 14.48, 'reason': 'MA25 도달', 'action': '50% 부분 익절'}, {'level': 2, 'price': 230903, 'pct': 20.2, 'reason': 'MA25 +5% 이격', 'action': '잔량 전량 익절'}], 'support_line': 189100.0, 'resistance_line': 237500.0, 'atr': 7935.714285714285, 'ma25': 219908.0, 'risk_reward_ratio': 4.83}"
20250804,000210,DL,45300.0,-0.11,127095,0.9,168446,75.45,51354.0,-11.79,,,,,,90.61,1229.87,,,,,-1139.26,2592.86,"{'entry_price': 45300.0, 'stop_loss': {'price': 43941, 'pct': -3.0, 'reason': '매수가 대비 -3%'}, 'take_profit': [{'level': 1, 'price': 51354, 'pct': 13.36, 'reason': 'MA25 도달', 'action': '50% 부분 익절'}, {'level': 2, 'price': 53921, 'pct': 19.03, 'reason': 'MA25 +5% 이격', 'action': '잔량 전량 익절'}], 'support_line': 44700.0, 'resistance_line': 56400.0, 'atr': 2592.8571428571427, 'ma25': 51354.0, 'risk_reward_ratio': 4.45}"
20250804,034730,SK,186700.0,-0.95,211899,0.72,363599,58.28,210980.0,-11.51,,,,,,-1274.56,3215.95,,,,,-4490.51,9292.86,"{'entry_price': 186700.0, 'stop_loss': {'price': 181099, 'pct': -3.0, 'reason': '매수가 대비 -3%'}, 'take_profit': [{'level': 1, 'price': 210980, 'pct': 13.0, 'reason': 'MA25 도달', 'action': '50% 부분 익절'}, {'level': 2, 'price': 221529, 'pct': 18.66, 'reason': 'MA25 +5% 이격', 'action': '잔량 전량 익절'}], 'support_line': 184300.0, 'resistance_line': 232000.0, 'atr': 9292.857142857143, 'ma25': 210980.0, 'risk_reward_ratio': 4.33}"
20250804,003090,대웅,22100.0,0.45,62385,0.3,155436,40.14,24938.0,-11.38,,,,,,-472.98,40.25,,,,,-513.23,1035.71,"{'entry_price': 22100.0, 'stop_loss': {'price': 21437, 'pct': -3.0, 'reason': '매수가 대비 -3%'}, 'take_profit': [{'level': 1, 'price': 24938, 'pct': 12.84, 'reason': 'MA25 도달', 'action': '50% 부분 익절'}, {'level': 2, 'price': 26184, 'pct': 18.48, 'reason': 'MA25 +5% 이격', 'action': '잔량 전량 익절'}], 'support_line': 21850.0, 'resistance_line': 28850.0, 'atr': 1035.7142857142858, 'ma25': 24938.0, 'risk_reward_ratio': 4.28}"
20250804,006800,미래에셋증권,18120.0,1.12,2046425,0.69,3411345,59.99,20442.0,-11.36,,,,,,-376.42,35.31,,,,,-411.73,935.71,"{'entry_price': 18120.0, 'stop_loss': {'price': 17576, 'pct': -3.0, 'reason': '매수가 대비 -3%'}, 'take_profit': [{'level': 1, 'price': 20442, 'pct': 12.81, 'reason': 'MA25 도달', 'action': '50% 부분 익절'}, {'level': 2, 'price': 21464, 'pct': 18.46, 'reason': 'MA25 +5% 이격', 'action': '잔량 전량 익절'}], 'support_line': 17750.0, 'resistance_line': 23050.0, 'atr': 935.7142857142857, 'ma25': 20442.0, 'risk_reward_ratio': 4.27}"
20250804,120110,코오롱인더,39000.0,-0.38,109847,0.5,225244,48.77,43904.0,-11.17,,,,,,-64.6,915.7,,,,,-980.29,1760.71,"{'entry_price': 39000.0, 'stop_loss': {'price': 37830, 'pct': -3.0, 'reason': '매수가 대비 -3%'}, 'take_profit': [{'level': 1, 'price': 43904, 'pct': 12.57, 'reason': 'MA25 도달', 'action': '50% 부분 익절'}, {'level': 2, 'price': 46099, 'pct': 18.2, 'reason': 'MA25 +5% 이격', 'action': '잔량 전량 익절'}], 'support_line': 38750.0, 'resistance_line': 48900.0, 'atr': 1760.7142857142858, 'ma25': 43904.0, 'risk_reward_ratio': 4.19}"
20250804,004990,롯데지주,26950.0,0.37,199034,0.21,324669,61.3,30300.0,-11.06,,,,,,-587.2,4.29,,,,,-591.49,1160.71,"{'entry_price': 26950.0, 'stop_loss': {'price': 26141, 'pct': -3.0, 'reason': '매수가 대비 -3%'}, 'take_profit': [{'level': 1, 'price': 30300, 'pct': 12.43, 'reason': 'MA25 도달', 'action': '50% 부분 익절'}, {'level': 2, 'price': 31815, 'pct': 18.05, 'reason': 'MA25 +5% 이격', 'action': '잔량 전량 익절'}], 'support_line': 26200.0, 'resistance_line': 36100.0, 'atr': 1160.7142857142858, 'ma25': 30300.0, 'risk_reward_ratio': 4.14}"
